Store,Date,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2
22,2023-01-21,6,15573.73,611.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-01-22,7,10271.05,306.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-01-23,1,8609.3,408.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-01-24,2,11674.53,378.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-01-25,3,7332.02,244.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-01-26,4,6559.87,200.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-01-27,5,6934.87,228.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-01-28,6,10784.21,360.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-01-29,7,11252.15,494.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-01-30,1,9001.77,266.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-01-31,2,10068.63,293.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-02-01,3,10631.04,377.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-02,4,9464.92,375.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-02-03,5,12907.47,551.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-02-04,6,10704.44,345.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-05,7,0.0,0.0,0,0,0,1,b,extra,8611.880119929097,1
22,2023-02-06,1,7528.81,307.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-07,2,11639.49,336.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-02-08,3,8819.02,398.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-09,4,9687.27,435.0,1,0,c,0,b,extra,8611.880119929097,1
22,2023-02-10,5,8679.13,295.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-02-11,6,9174.72,401.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-02-12,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-02-13,1,10125.76,359.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-02-14,2,10598.92,446.0,1,0,a,0,b,extra,8611.880119929097,1
22,2023-02-15,3,9796.57,392.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-16,4,7304.31,267.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-17,5,13382.26,556.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-02-18,6,11201.74,381.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-19,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-02-20,1,11055.61,368.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-02-21,2,8614.73,264.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-22,3,9421.09,396.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-23,4,11806.23,389.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-02-24,5,10801.44,419.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-02-25,6,12325.54,555.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-02-26,7,10723.86,459.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-02-27,1,9587.08,427.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-02-28,2,12699.18,478.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-03-01,3,10883.86,333.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-02,4,11121.5,425.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-03-03,5,10280.81,403.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-04,6,12767.99,489.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-05,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-03-06,1,14712.91,476.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-03-07,2,10727.19,496.0,1,1,c,0,b,extra,8611.880119929097,1
22,2023-03-08,3,10039.67,388.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-03-09,4,10527.4,382.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-03-10,5,11572.67,563.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-03-11,6,11842.12,498.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-03-12,7,0.0,0.0,0,0,0,1,b,extra,8611.880119929097,1
22,2023-03-13,1,12179.65,600.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-03-14,2,13544.46,653.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-03-15,3,13204.25,415.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-03-16,4,8978.27,434.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-17,5,9151.63,428.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-03-18,6,13638.71,413.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-03-19,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-03-20,1,7423.51,264.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-21,2,9966.71,327.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-22,3,10763.0,433.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-03-23,4,10023.84,434.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-24,5,9807.03,300.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-25,6,11681.49,379.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-26,7,12073.27,583.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-27,1,8457.79,262.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-03-28,2,9938.31,359.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-03-29,3,9150.34,285.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-03-30,4,16174.86,532.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-03-31,5,12401.32,409.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-04-01,6,11128.3,324.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-02,7,0.0,0.0,0,0,0,1,b,extra,8611.880119929097,1
22,2023-04-03,1,9432.14,336.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-04,2,8587.63,299.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-05,3,9515.62,309.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-06,4,7979.32,371.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-07,5,9670.58,336.0,1,0,0,1,b,extra,,1
22,2023-04-08,6,9217.45,383.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-09,7,13877.75,529.0,1,1,b,0,b,extra,8611.880119929097,1
22,2023-04-10,1,10571.11,461.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-11,2,10192.94,347.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-12,3,8977.04,269.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-13,4,10123.07,319.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-14,5,10793.56,476.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-15,6,13168.23,552.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-04-16,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-04-17,1,11587.68,550.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-04-18,2,11017.27,344.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-04-19,3,8109.55,284.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-20,4,10062.73,295.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-21,5,8304.8,321.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-04-22,6,13889.18,636.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-04-23,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-04-24,1,10026.99,404.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-25,2,11314.05,515.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-26,3,10672.59,390.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-04-27,4,12005.63,353.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-04-28,5,9703.07,477.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-04-29,6,15400.84,752.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-04-30,7,15808.26,707.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-05-01,1,6853.68,342.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-02,2,8974.51,329.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-05-03,3,8521.67,259.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-05-04,4,9093.58,398.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-05,5,11485.82,385.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-05-06,6,10158.51,489.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-05-07,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-05-08,1,10706.52,340.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-05-09,2,8946.3,278.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-10,3,9286.62,409.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-11,4,8644.42,414.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-12,5,11637.84,410.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-05-13,6,8746.37,271.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-14,7,11486.42,520.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-05-15,1,9193.75,371.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-05-16,2,7996.63,248.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-17,3,9128.09,419.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-18,4,8984.61,269.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-05-19,5,8493.51,331.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-20,6,15626.25,640.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-05-21,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-05-22,1,10474.23,363.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-23,2,7973.83,278.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-24,3,10641.83,365.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-05-25,4,9017.48,294.0,1,0,0,0,b,extra,,1
22,2023-05-26,5,9074.16,420.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-05-27,6,10674.63,375.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-05-28,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-05-29,1,8785.29,263.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-30,2,9538.76,378.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-05-31,3,11968.07,378.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-06-01,4,6423.06,221.0,1,0,0,0,b,extra,,1
22,2023-06-02,5,8309.33,250.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-06-03,6,13833.6,572.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-06-04,7,0.0,0.0,0,0,a,0,b,extra,8611.880119929097,1
22,2023-06-05,1,8614.92,391.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-06-06,2,9614.28,413.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-06-07,3,10880.4,374.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-06-08,4,7733.16,284.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-06-09,5,10097.48,289.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-06-10,6,9359.93,407.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-11,7,0.0,0.0,0,0,0,1,b,extra,8611.880119929097,1
22,2023-06-12,1,10744.27,501.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-06-13,2,7121.81,225.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-14,3,9048.25,440.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-06-15,4,6505.7,238.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-16,5,7833.16,298.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-06-17,6,9085.14,395.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-18,7,0.0,0.0,0,0,a,0,b,extra,8611.880119929097,1
22,2023-06-19,1,7005.95,247.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-20,2,6661.42,237.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-21,3,7898.82,229.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-22,4,10000.37,443.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-06-23,5,7466.59,242.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-24,6,7014.77,216.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-06-25,7,7396.76,248.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-26,1,9471.87,388.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-06-27,2,6647.24,228.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-06-28,3,9772.09,309.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-06-29,4,10415.81,417.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-06-30,5,10181.24,355.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-01,6,11602.38,387.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-02,7,8031.97,315.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-03,1,6069.01,,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-04,2,6339.55,304.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-05,3,6846.0,202.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-06,4,8787.34,273.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-07,5,6061.62,176.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-08,6,8982.51,279.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-09,7,7989.16,,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-10,1,8469.9,351.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-07-11,2,7280.46,234.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-12,3,5943.08,217.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-13,4,7558.71,295.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-14,5,5706.53,228.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-07-15,6,7139.61,286.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-16,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-07-17,1,7012.92,272.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-07-18,2,6073.56,303.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-19,3,7281.94,282.0,1,0,a,0,b,extra,8611.880119929097,1
22,2023-07-20,4,8220.42,306.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-07-21,5,8510.12,364.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-07-22,6,8837.0,363.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-23,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-07-24,1,6976.41,210.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-25,2,5998.53,217.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-07-26,3,8983.35,386.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-27,4,8741.44,395.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-07-28,5,9213.79,306.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-29,6,9615.09,333.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-07-30,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-07-31,1,5966.44,238.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-08-01,2,5147.43,176.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-02,3,7512.45,223.0,1,1,c,0,b,extra,8611.880119929097,1
22,2023-08-03,4,7460.33,337.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-04,5,6628.94,217.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-05,6,5878.25,174.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-06,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-08-07,1,8412.9,285.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-08-08,2,7825.44,337.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-09,3,8104.63,332.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-10,4,6206.74,266.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-08-11,5,6194.09,204.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-08-12,6,6456.16,278.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-13,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-08-14,1,5841.38,224.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-15,2,7579.34,270.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-08-16,3,6551.14,296.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-17,4,5063.38,149.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-18,5,7727.08,301.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-19,6,8345.15,,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-20,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-08-21,1,7809.29,271.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-22,2,7229.2,357.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-23,3,5220.21,230.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-24,4,5870.19,177.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-25,5,7142.66,224.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-26,6,7056.77,226.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-27,7,7066.58,305.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-28,1,7026.14,211.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-08-29,2,9021.72,430.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-08-30,3,4450.61,144.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-08-31,4,4702.31,141.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-01,5,5265.88,187.0,1,0,0,1,b,extra,,1
22,2023-09-02,6,6496.69,239.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-09-03,7,6580.74,293.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-04,1,6326.44,221.0,1,0,0,0,b,extra,,1
22,2023-09-05,2,6003.02,218.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-06,3,6126.8,278.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-07,4,8448.12,253.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-08,5,6818.9,302.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-09,6,6719.7,239.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-10,7,0.0,0.0,0,0,a,0,b,extra,8611.880119929097,1
22,2023-09-11,1,7497.32,366.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-12,2,6863.19,207.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-13,3,7701.55,377.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-14,4,4646.76,201.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-15,5,6728.05,229.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-16,6,9025.25,331.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-09-17,7,7689.06,,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-18,1,4607.29,201.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-19,2,7752.89,250.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-20,3,7424.99,354.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-21,4,5099.01,237.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-22,5,5259.42,180.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-09-23,6,7871.26,235.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-24,7,6431.31,233.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-25,1,5477.28,240.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-09-26,2,5835.44,168.0,1,1,b,0,b,extra,8611.880119929097,1
22,2023-09-27,3,6283.23,299.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-28,4,5926.34,173.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-29,5,6411.41,189.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-09-30,6,7547.33,275.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-01,7,7387.46,308.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-02,1,6104.3,179.0,1,0,0,0,b,extra,,1
22,2023-10-03,2,5239.53,156.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-04,3,6745.2,271.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-10-05,4,7643.44,227.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-10-06,5,6532.92,279.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-10-07,6,5513.19,227.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-08,7,0.0,0.0,0,0,0,1,b,extra,8611.880119929097,1
22,2023-10-09,1,7217.89,208.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-10-10,2,6084.55,209.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-11,3,5937.07,223.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-10-12,4,5381.13,157.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-13,5,5984.04,245.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-14,6,6737.99,252.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-15,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-10-16,1,7356.54,271.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-10-17,2,5148.87,165.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-10-18,3,5013.29,162.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-19,4,6588.58,285.0,1,1,0,0,b,extra,,1
22,2023-10-20,5,6293.11,240.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-10-21,6,5952.56,184.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-22,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-10-23,1,6429.89,266.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-24,2,5250.36,173.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-10-25,3,6334.39,196.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-10-26,4,5673.75,256.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-10-27,5,6296.86,264.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-10-28,6,6476.42,213.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-10-29,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-10-30,1,8271.41,284.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-10-31,2,7183.69,307.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-01,3,6971.34,286.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-11-02,4,6463.95,190.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-03,5,6833.13,261.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-11-04,6,9058.11,379.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-05,7,6727.76,298.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-06,1,6471.38,202.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-07,2,6870.83,281.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-08,3,7244.12,213.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-09,4,7819.97,223.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-10,5,6240.01,181.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-11,6,7754.72,250.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-12,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-11-13,1,8576.18,335.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-14,2,5158.24,199.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-11-15,3,7937.96,266.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-11-16,4,6363.67,191.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-17,5,6109.65,210.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-18,6,11154.37,455.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-19,7,0.0,0.0,0,0,0,1,b,extra,8611.880119929097,1
22,2023-11-20,1,5962.09,183.0,1,0,b,0,b,extra,8611.880119929097,1
22,2023-11-21,2,6519.03,199.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-22,3,7361.05,307.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-23,4,7446.95,339.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-24,5,10079.84,297.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-25,6,10378.1,298.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-26,7,7613.31,314.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-27,1,8321.55,300.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-28,2,9630.78,347.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-11-29,3,6271.53,284.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-11-30,4,5421.09,197.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-12-01,5,9539.0,322.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-12-02,6,8981.86,360.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-12-03,7,0.0,0.0,0,0,0,0,b,extra,,1
22,2023-12-04,1,7627.73,304.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-12-05,2,10619.26,355.0,1,1,0,0,b,extra,8611.880119929097,1
22,2023-12-06,3,8365.81,391.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-12-07,4,8696.2,396.0,1,1,0,1,b,extra,8611.880119929097,1
22,2023-12-08,5,7306.29,316.0,1,0,0,0,b,extra,8611.880119929097,1
22,2023-12-09,6,9151.19,294.0,1,0,0,1,b,extra,8611.880119929097,1
22,2023-12-10,7,0.0,0.0,0,0,0,0,b,extra,8611.880119929097,1
22,2023-12-11,1,7503.57,240.0,1,0,0,0,b,extra,,1
22,2023-12-12,2,7673.05,295.0,1,0,0,0,b,extra,8611.880119929097,1
